,BindingDB Ligand Name,Target Name,Target Source Organism,smiles,Tanimoto_Similarity
535,3-methoxy-4-hydroxybenzoic acid::4-Hydroxy-3-methoxy-benzoic acid::4-hydroxy-3-methoxybenzoic acid::4-hydroxyl-3-methoxybenzoic acid::CHEMBL120568::Vanilic acid::Vanillic acid (M2),Thiopurine S-methyltransferase,Homo sapiens,COc1cc(ccc1O)CC(=O)O,0.88
536,3-methoxy-4-hydroxybenzoic acid::4-Hydroxy-3-methoxy-benzoic acid::4-hydroxy-3-methoxybenzoic acid::4-hydroxyl-3-methoxybenzoic acid::CHEMBL120568::Vanilic acid::Vanillic acid (M2),Alpha-glucosidase MAL12,Saccharomyces cerevisiae,COc1cc(ccc1O)CC(=O)O,0.88
537,"2-(3,4-dihydroxyphenyl)acetic acid::2-[3,4-bis(oxidanyl)phenyl]ethanoic acid::3,4-Dihydroxyphenylacetate, XV::3,4-Dihydroxyphenylacetic acid::MLS001056737::SMR000326727::cid_547",Intestinal alkaline phosphatase,Homo sapiens,OC(=O)Cc1ccc(c(c1)O)O,1.0
538,"2-(3,4-dihydroxyphenyl)acetic acid::2-[3,4-bis(oxidanyl)phenyl]ethanoic acid::3,4-Dihydroxyphenylacetate, XV::3,4-Dihydroxyphenylacetic acid::MLS001056737::SMR000326727::cid_547",Alkaline phosphatase placental-like,Homo sapiens,OC(=O)Cc1ccc(c(c1)O)O,1.0
539,"2-(3,4-dihydroxyphenyl)acetic acid::2-[3,4-bis(oxidanyl)phenyl]ethanoic acid::3,4-Dihydroxyphenylacetate, XV::3,4-Dihydroxyphenylacetic acid::MLS001056737::SMR000326727::cid_547","Alkaline phosphatase, tissue-nonspecific isozyme",Homo sapiens,OC(=O)Cc1ccc(c(c1)O)O,1.0
540,CHEMBL461::N-benzoylglycine,Solute carrier family 22 member 6,Homo sapiens,O=C(c1ccccc1)NCC(=O)O,1.0
541,CHEMBL461::N-benzoylglycine,Solute carrier family 22 member 6,Homo sapiens,O=C(c1ccccc1)NCC(=O)O,1.0
542,CHEMBL461::N-benzoylglycine,Solute carrier family 22 member 8,Homo sapiens,O=C(c1ccccc1)NCC(=O)O,1.0
543,14C-phenylethylamine::2-phenylethan-1-amine::CHEMBL610::phenylethylamine,Cytochrome P450 2A6,Homo sapiens,NCCc1ccccc1,1.0
544,14C-phenylethylamine::2-phenylethan-1-amine::CHEMBL610::phenylethylamine,trace amine-associated receptor 1,Homo sapiens,NCCc1ccccc1,1.0
545,14C-phenylethylamine::2-phenylethan-1-amine::CHEMBL610::phenylethylamine,trace amine-associated receptor 1,Homo sapiens,NCCc1ccccc1,1.0
546,2-(3-Chloro-phenyl)-ethylamine::2-(3-chlorophenyl)ethylamine::CHEMBL274497,Serotonin 3a (5-HT3a)/3b (5-HT3b)/3c (5-HT3c)/3d (5-HT3d)/3e (5-HT3e) receptor,Homo sapiens,NCCc1ccccc1.Cl,0.8095238095238095
547,2-(4-chlorophenyl)ethylamine::4-Chlorophenethylamine::CHEMBL477764,trace amine-associated receptor 1,Homo sapiens,NCCc1ccccc1.Cl,0.8095238095238095
548,2-(3-Chloro-phenyl)-ethylamine::2-(3-chlorophenyl)ethylamine::CHEMBL274497,trace amine-associated receptor 1,Homo sapiens,NCCc1ccccc1.Cl,0.8095238095238095
549,CHEMBL88700,Thiopurine S-methyltransferase,Homo sapiens,COc1cc(ccc1O)C(=O)O,1.0
550,3-methoxy-4-hydroxybenzoic acid::4-Hydroxy-3-methoxy-benzoic acid::4-hydroxy-3-methoxybenzoic acid::4-hydroxyl-3-methoxybenzoic acid::CHEMBL120568::Vanilic acid::Vanillic acid (M2),Thiopurine S-methyltransferase,Homo sapiens,COc1cc(ccc1O)C(=O)O,1.0
551,3-methoxy-4-hydroxybenzoic acid::4-Hydroxy-3-methoxy-benzoic acid::4-hydroxy-3-methoxybenzoic acid::4-hydroxyl-3-methoxybenzoic acid::CHEMBL120568::Vanilic acid::Vanillic acid (M2),Alpha-glucosidase MAL12,Saccharomyces cerevisiae,COc1cc(ccc1O)C(=O)O,1.0
552,CHEMBL2074694,Multidrug resistance-associated protein 4,Homo sapiens,O[C@@H]1CC[C@]2([C@@H](C1)C[C@H]([C@@H]1[C@@H]2C[C@H](O)[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)NCCS(=O)(=O)[O-])C)C)O)C.[Na+].O,0.9565217391304348
553,"2-methyl-3-[(2E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-yl]-1,4-dihydronaphthalene-1,4-dione::Phylloquinone::Phytonadione::vitamin K1, 11","Indoleamine 2,3-dioxygenase",Homo sapiens,C/C(=C\CC/C(=C/CC1=C(C)C(=O)c2c(C1=O)cccc2)/C)/CC/C=C(/CCC=C(C)C)\C,1.0
554,2-methyl-9H-carbazole::CHEMBL1173640,Kinesin-like protein 1,Homo sapiens,Cc1c[nH]c2c1cccc2,0.9375
555,1-methyl carbazole::1-methyl-9H-carbazole::CHEMBL444714,Kinesin-like protein 1,Homo sapiens,Cc1c[nH]c2c1cccc2,0.9375
556,CHEMBL1812532,"Tryptophan 2,3-dioxygenase",Mus musculus,Cc1c[nH]c2c1cccc2,0.9375
557,CAS_115245::Lithocholylglycine::NSC_115245,Muscarinic acetylcholine receptor M3,Homo sapiens,O[C@@H]1CC[C@]2([C@@H](C1)C[C@H]([C@@H]1[C@@H]2C[C@H](O)[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)NCC(=O)O)C)C)O)C,1.0
558,CAS_115245::Lithocholylglycine::NSC_115245,Muscarinic acetylcholine receptor M5,Homo sapiens,O[C@@H]1CC[C@]2([C@@H](C1)C[C@H]([C@@H]1[C@@H]2C[C@H](O)[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)NCC(=O)O)C)C)O)C,1.0
559,CHEMBL1552,Bile acid receptor,Homo sapiens,O[C@@H]1CC[C@]2([C@@H](C1)C[C@H]([C@@H]1[C@@H]2C[C@H](O)[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)NCC(=O)O)C)C)O)C,1.0
560,2-(4-hydroxyphenyl)acetic acid::4-HYDROXYPHENYLACETATE::4-Hydroxyphenylacetic acid::CHEMBL1772,Carbonic anhydrase 2,Homo sapiens,OC(=O)Cc1ccc(cc1)O,1.0
561,2-(4-hydroxyphenyl)acetic acid::4-HYDROXYPHENYLACETATE::4-Hydroxyphenylacetic acid::CHEMBL1772,Carbonic anhydrase 1,Homo sapiens,OC(=O)Cc1ccc(cc1)O,1.0
562,"3-indolepropionic acid::Acid, 7",Kynurenine Aminotransferase 1/Glutamine Transaminase K,Homo sapiens,OC(=O)CCc1c[nH]c2c1cccc2,1.0
563,"3-indolepropionic acid::Acid, 7",Kynurenine Aminotransferase 1/Glutamine Transaminase K,Homo sapiens,OC(=O)Cc1c[nH]c2c1cccc2,0.9285714285714286
564,(2E)-3-(4-hydroxyphenyl)prop-2-enoic acid::(2E)-3-(4-hydroxyphenyl)prop-2-enoic acid (8)::CHEMBL66879::p-Coumaric Acid::p-Hydroxycinnamic acid (p-HCA)::p-hydroxycinnamic acid::p-hydroxycinnamic acid (M4),Epidermal growth factor receptor,Homo sapiens,OC(=O)/C=C/c1ccc(cc1)O,1.0
565,(2E)-3-(4-hydroxyphenyl)prop-2-enoic acid::(2E)-3-(4-hydroxyphenyl)prop-2-enoic acid (8)::CHEMBL66879::p-Coumaric Acid::p-Hydroxycinnamic acid (p-HCA)::p-hydroxycinnamic acid::p-hydroxycinnamic acid (M4),Carbonic anhydrase 1,Homo sapiens,OC(=O)/C=C/c1ccc(cc1)O,1.0
566,(2E)-3-(4-hydroxyphenyl)prop-2-enoic acid::(2E)-3-(4-hydroxyphenyl)prop-2-enoic acid (8)::CHEMBL66879::p-Coumaric Acid::p-Hydroxycinnamic acid (p-HCA)::p-hydroxycinnamic acid::p-hydroxycinnamic acid (M4),Carbonic anhydrase 2,Homo sapiens,OC(=O)/C=C/c1ccc(cc1)O,1.0
567,"2-methyl-3-[(2E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-yl]-1,4-dihydronaphthalene-1,4-dione::Phylloquinone::Phytonadione::vitamin K1, 11","Indoleamine 2,3-dioxygenase",Homo sapiens,C[C@H](CCC[C@@H](CCCC(C)C)C)CCC/C(=C/CC1=C(C)C(=O)c2c(C1=O)cccc2)/C,1.0
568,"(4R)-4-[(1S,2S,5R,7S,9R,10R,11S,14R,15R)-5,9-dihydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-yl]pentanoic acid::CDCA::CHENODIOL::Chenodeoxycholic Acid::US10208081, CDCA",G-protein coupled bile acid receptor 1,Homo sapiens,O[C@@H]1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2C[C@H](O)[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)O)C)C)C,1.0
569,"(2S,4R)-4-[(1S,2S,5R,7S,9R,10R,11S,14R,15R)-5,9-dihydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-yl]-2-methylpentanoic acid::23(S)-methyl-BA derivative, 7a",G-protein coupled bile acid receptor 1,Homo sapiens,O[C@@H]1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2C[C@H](O)[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)O)C)C)C,1.0
570,"(2R,4R)-4-[(1S,2S,5R,7S,9R,10R,11S,14R,15R)-5,9-dihydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-yl]-2-methylpentanoic acid::23(R)-methyl-BA derivative, 8a",G-protein coupled bile acid receptor 1,Homo sapiens,O[C@@H]1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2C[C@H](O)[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)O)C)C)C,1.0
571,"3,4,5-Trihydroxybenzoate, X::3,4,5-trihydroxybenzoic acid::CHEMBL288114::Gallic Acid, F::gallic acid",Carbonic anhydrase 1,Homo sapiens,OC(=O)c1cc(O)c(c(c1)O)O,1.0
572,"3,4,5-Trihydroxybenzoate, X::3,4,5-trihydroxybenzoic acid::CHEMBL288114::Gallic Acid, F::gallic acid",Carbonic anhydrase 2,Homo sapiens,OC(=O)c1cc(O)c(c(c1)O)O,1.0
573,"3,4,5-Trihydroxybenzoate, X::3,4,5-trihydroxybenzoic acid::CHEMBL288114::Gallic Acid, F::gallic acid",Matrix metalloproteinase-7 (MMP7),Homo sapiens,OC(=O)c1cc(O)c(c(c1)O)O,1.0
574,"2-Hydroxybenzoate, I::2-hydroxybenzoic acid::CHEMBL424::phenol derivative, 7::salicylic acid",Carbonic anhydrase 1,Homo sapiens,OC(=O)c1ccccc1O,1.0
575,"2-Hydroxybenzoate, I::2-hydroxybenzoic acid::CHEMBL424::phenol derivative, 7::salicylic acid",Carbonic anhydrase 2,Homo sapiens,OC(=O)c1ccccc1O,1.0
576,"2-Hydroxybenzoate, I::2-hydroxybenzoic acid::CHEMBL424::phenol derivative, 7::salicylic acid",Carbonic Anhydrase III,Homo sapiens,OC(=O)c1ccccc1O,1.0
577,4-Aminobenzoesaeure::4-aminobenzoic acid::CHEMBL542::PABA::p-Aminobenzoesaeure::p-aminobenzoic acid::para-aminobenzoic acid,Succinate semialdehyde dehydrogenase,Homo sapiens,OC(=O)c1ccc(cc1)N,1.0
578,4-Aminobenzoesaeure::4-aminobenzoic acid::CHEMBL542::PABA::p-Aminobenzoesaeure::p-aminobenzoic acid::para-aminobenzoic acid,Gamma-amino-N-butyrate transaminase,Homo sapiens,OC(=O)c1ccc(cc1)N,1.0
579,3-Aminobenzoesaeure::3-aminobenzoic acid::CHEMBL307782::m-Aminobenzoesaeure,D-amino-acid oxidase,Homo sapiens,OC(=O)c1ccc(cc1)N,1.0
580,14C-5-hydroxy tryptamine creatinine disulfate::2-imino-1-methylimidazolidin-4-one; 3-(2-aminoethyl)-1H-indol-5-ol; bis(sulfuric acid)::5-HT::5-Hydroxy Tryptamine::5-hydroxy tryptamine creatinine disulfate::CHEMBL535832::Serotonin::[3H]-5-HT,Ribosyldihydronicotinamide dehydrogenase [quinone],Homo sapiens,NCCc1c[nH]c2c1cc(O)cc2.Cl,0.9210526315789473
581,14C-5-hydroxy tryptamine creatinine disulfate::2-imino-1-methylimidazolidin-4-one; 3-(2-aminoethyl)-1H-indol-5-ol; bis(sulfuric acid)::5-HT::5-Hydroxy Tryptamine::5-hydroxy tryptamine creatinine disulfate::CHEMBL535832::Serotonin::[3H]-5-HT,5-hydroxytryptamine receptor 1B,Homo sapiens,NCCc1c[nH]c2c1cc(O)cc2.Cl,0.9210526315789473
582,14C-5-hydroxy tryptamine creatinine disulfate::2-imino-1-methylimidazolidin-4-one; 3-(2-aminoethyl)-1H-indol-5-ol; bis(sulfuric acid)::5-HT::5-Hydroxy Tryptamine::5-hydroxy tryptamine creatinine disulfate::CHEMBL535832::Serotonin::[3H]-5-HT,Serotonin (5-HT) receptor,Homo sapiens,NCCc1c[nH]c2c1cc(O)cc2.Cl,0.9210526315789473
583,"Benzoic acid::SAMPL4, O1",D-amino-acid oxidase,Homo sapiens,OC(=O)c1ccccc1,1.0
584,"Benzoic acid::SAMPL4, O1",D-Aspartate Oxidase (DDO),Homo sapiens,OC(=O)c1ccccc1,1.0
585,"Benzoic acid::SAMPL4, O1",Alpha-glucosidase MAL12,Saccharomyces cerevisiae,OC(=O)c1ccccc1,1.0
586,"(3alpha,5beta)-3-hydroxycholan-24-oic acid::3alpha-hydroxy-5beta-cholan-24-oic acid::3alpha-hydroxy-5beta-cholanic acid::3alpha-hydroxy-5beta-cholanoic acid::5beta-cholanic acid-3alpha-ol::CHEMBL1478::LCA::cid_9903::lithocholic acid",carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1 isoform 1,Homo sapiens,O[C@@H]1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)O)C)C)C,1.0
587,"(3alpha,5beta)-3-hydroxycholan-24-oic acid::3alpha-hydroxy-5beta-cholan-24-oic acid::3alpha-hydroxy-5beta-cholanic acid::3alpha-hydroxy-5beta-cholanoic acid::5beta-cholanic acid-3alpha-ol::CHEMBL1478::LCA::cid_9903::lithocholic acid",Bile acid receptor,Homo sapiens,O[C@@H]1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)O)C)C)C,1.0
588,"(3alpha,5beta)-3-hydroxycholan-24-oic acid::3alpha-hydroxy-5beta-cholan-24-oic acid::3alpha-hydroxy-5beta-cholanic acid::3alpha-hydroxy-5beta-cholanoic acid::5beta-cholanic acid-3alpha-ol::CHEMBL1478::LCA::cid_9903::lithocholic acid",Vitamin D3 receptor,Homo sapiens,O[C@@H]1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)O)C)C)C,1.0
589,MELIBIOSE,Muscle glycogen phosphorylase,Homo sapiens,OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@@H]1O)O)O.O.O,0.9696969696969697
590,"LACTOSE::Lactose, anhydrous",Galectin-3,Homo sapiens,OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@@H]1O)O)O.O.O,0.9696969696969697
591,CHEMBL3322298,Muscle glycogen phosphorylase,Homo sapiens,OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@@H]1O)O)O.O.O,0.9696969696969697
592,CHEBI:16709::Hexa-Betalin::M.V.I.-12::PYRIDOXINE::Pyridoxine::Vitamin B6,Bile salt export pump,Rattus norvegicus,OCc1c(CO)cnc(c1O)C,1.0
593,"3,4-Dihydroxybenzoate, VIII::3,4-dihydroxybenzoic acid::4,5-Dihydroxybenzoic acid::4-Carboxy-1,2-dihydroxybenzene::CHEMBL37537::Protocatechuic acid::Protocatechuic acid (M1)::Protocatehuic acid::cid_72",Procathepsin L,Homo sapiens,OC(=O)c1ccc(c(c1)O)O,1.0
594,"3,4-Dihydroxybenzoate, VIII::3,4-dihydroxybenzoic acid::4,5-Dihydroxybenzoic acid::4-Carboxy-1,2-dihydroxybenzene::CHEMBL37537::Protocatechuic acid::Protocatechuic acid (M1)::Protocatehuic acid::cid_72",Carbonic anhydrase 1,Homo sapiens,OC(=O)c1ccc(c(c1)O)O,1.0
595,"3,4-Dihydroxybenzoate, VIII::3,4-dihydroxybenzoic acid::4,5-Dihydroxybenzoic acid::4-Carboxy-1,2-dihydroxybenzene::CHEMBL37537::Protocatechuic acid::Protocatechuic acid (M1)::Protocatehuic acid::cid_72",Carbonic anhydrase 2,Homo sapiens,OC(=O)c1ccc(c(c1)O)O,1.0
596,6-Deoxy-L-galactose::6-deoxy-L-galactopyranoseL-fucopyranose::CHEMBL469449::L-fucopyranose::L-fucose,Alpha-L-fucosidase I,Homo sapiens,O[C@H]1[C@H](C)O[C@H]([C@@H]([C@@H]1O)O)O.O,0.9565217391304348
597,6-Deoxy-L-galactose::6-deoxy-L-galactopyranoseL-fucopyranose::CHEMBL469449::L-fucopyranose::L-fucose,Alpha-L-fucosidase I,Homo sapiens,O[C@H]1[C@H](C)O[C@H]([C@@H]([C@@H]1O)O)O.O,0.9565217391304348
598,6-Deoxy-L-galactose::6-deoxy-L-galactopyranoseL-fucopyranose::CHEMBL469449::L-fucopyranose::L-fucose,CD209 antigen,Homo sapiens,O[C@H]1[C@H](C)O[C@H]([C@@H]([C@@H]1O)O)O.O,0.9565217391304348
599,"1,2,3-Trihydroxybenzene, XIV::CHEMBL307145::Pyrogallol (10)::benzene-1,2,3-triol::pyrogallol",Carbonic anhydrase 1,Homo sapiens,Oc1c(O)cccc1O,1.0
600,"1,2,3-Trihydroxybenzene, XIV::CHEMBL307145::Pyrogallol (10)::benzene-1,2,3-triol::pyrogallol",Carbonic anhydrase 2,Homo sapiens,Oc1c(O)cccc1O,1.0
601,"1,2,3-Trihydroxybenzene, XIV::CHEMBL307145::Pyrogallol (10)::benzene-1,2,3-triol::pyrogallol",Carbonic anhydrase 4,Homo sapiens,Oc1c(O)cccc1O,1.0
602,CAS_10595::Lithocholyltaurine::NSC_10595,Muscarinic acetylcholine receptor M3,Homo sapiens,O[C@@H]1CC[C@]2([C@@H](C1)C[C@H]([C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)NCCS(=O)(=O)O)C)C)O)C,1.0
603,CHEMBL185878::Taurochenodeoxycholate,Bile acid receptor,Homo sapiens,O[C@@H]1CC[C@]2([C@@H](C1)C[C@H]([C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)NCCS(=O)(=O)O)C)C)O)C,1.0
604,CHEMBL408701,Vitamin D3 receptor,Homo sapiens,O[C@@H]1CC[C@]2([C@@H](C1)C[C@H]([C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)NCCS(=O)(=O)O)C)C)O)C,1.0
605,"5-anilino-1,3-diazinane-2,4,6-trione::5-anilinobarbituric acid::5-phenylazanyl-1,3-diazinane-2,4,6-trione::MLS002693489::SMR001559442::cid_248209",SUMO/sentrin specific peptidase family member 8,Homo sapiens,NC(=O)NC1NC(=O)NC1=O,0.7857142857142857
606,"5-anilino-1,3-diazinane-2,4,6-trione::5-anilinobarbituric acid::5-phenylazanyl-1,3-diazinane-2,4,6-trione::MLS002693489::SMR001559442::cid_248209",SUMO/sentrin specific peptidase family member 8,Homo sapiens,NC(=O)NC1NC(=O)NC1=O,0.7857142857142857
607,"CHEMBL2088769::Pentyl 3-(3,4-Dihydroxyphenyl)Acrylate",Beta amyloid A4 protein,Homo sapiens,CC(=O)OCCc1ccc(c(c1)O)O,0.8571428571428571
608,HYDROXYTYROSOL::Hydroxytyrosol,Arachidonate 5-lipoxygenase,Homo sapiens,OCCc1ccc(c(c1)O)O,0.9629629629629629
609,"2,5-Dihydroxybenzoate, VI::2,5-dihydroxybenzoic acid::CHEMBL1461::gentisic acid",Carbonic anhydrase 2,Homo sapiens,Oc1ccc(c(c1)C(=O)O)O,1.0
610,"2,5-Dihydroxybenzoate, VI::2,5-dihydroxybenzoic acid::CHEMBL1461::gentisic acid",Arachidonate 5-lipoxygenase,Homo sapiens,Oc1ccc(c(c1)C(=O)O)O,1.0
611,"2,5-Dihydroxybenzoate, VI::2,5-dihydroxybenzoic acid::CHEMBL1461::gentisic acid",Protein-tyrosine phosphatase 1B,Homo sapiens,Oc1ccc(c(c1)C(=O)O)O,1.0
612,2-(4-hydroxyphenyl)acetic acid::4-HYDROXYPHENYLACETATE::4-Hydroxyphenylacetic acid::CHEMBL1772,Carbonic anhydrase 2,Homo sapiens,OC(=O)CCc1ccc(cc1)O,0.8571428571428571
613,2-(4-hydroxyphenyl)acetic acid::4-HYDROXYPHENYLACETATE::4-Hydroxyphenylacetic acid::CHEMBL1772,Carbonic anhydrase 1,Homo sapiens,OC(=O)CCc1ccc(cc1)O,0.8571428571428571
614,"SUCCINIC ACID::Substrate analogue, 11::Succinate::Succinic acid, 6::butanedioic acid::succinate, 9",Histone Lysine Demethylase,Homo sapiens,OC(=O)CCC(=O)O,1.0
615,"SUCCINIC ACID::Substrate analogue, 11::Succinate::Succinic acid, 6::butanedioic acid::succinate, 9",Glycosylasparaginase (GA),Homo sapiens,OC(=O)CCC(=O)O,1.0
616,"SUCCINIC ACID::Substrate analogue, 11::Succinate::Succinic acid, 6::butanedioic acid::succinate, 9",Egl nine homolog 1,Homo sapiens,OC(=O)CCC(=O)O,1.0
617,4-(2-Hydroxy-ethyl)-phenol::4-(2-hydroxyethyl)phenol::CHEMBL53566::p-Hydroxyphenethyl alcohol::tyrosol,Hepatocyte growth factor receptor,Homo sapiens,OCCc1ccc(cc1)O,1.0
618,4-(2-Hydroxy-ethyl)-phenol::4-(2-hydroxyethyl)phenol::CHEMBL53566::p-Hydroxyphenethyl alcohol::tyrosol,Carbonic anhydrase 2,Homo sapiens,OCCc1ccc(cc1)O,1.0
619,4-(2-Hydroxy-ethyl)-phenol::4-(2-hydroxyethyl)phenol::CHEMBL53566::p-Hydroxyphenethyl alcohol::tyrosol,Carbonic anhydrase 1,Homo sapiens,OCCc1ccc(cc1)O,1.0
620,2-(Trimethylammonio)Acetate::CHEBI:17750::GLYCINEBETAINE,Bile salt export pump,Rattus norvegicus,[O-]C(=O)C[N+](C)(C)C,1.0
621,"4-Hydroxybenzoate, III::4-hydroxybenzoic acid::CHEMBL441343::p-Hydroxybenzoic acid::phenol derivative, 8",Carbonic anhydrase 1,Homo sapiens,Oc1ccc(cc1)C(=O)O,1.0
622,"4-Hydroxybenzoate, III::4-hydroxybenzoic acid::CHEMBL441343::p-Hydroxybenzoic acid::phenol derivative, 8",Carbonic anhydrase 2,Homo sapiens,Oc1ccc(cc1)C(=O)O,1.0
623,"4-Hydroxybenzoate, III::4-hydroxybenzoic acid::CHEMBL441343::p-Hydroxybenzoic acid::phenol derivative, 8",Carbonic Anhydrase III,Homo sapiens,Oc1ccc(cc1)C(=O)O,1.0
624,(phenylmethyl)urea::1-(phenylmethyl)urea::CC-PMLSC-DMA-P105::benzylurea::cid_10853,Dual Specificity Protein Phosphatase 1,Homo sapiens,NC(=O)N,0.6521739130434783
625,CHEMBL244094::N-4-biphenylylurea,Kinesin-like protein 1,Homo sapiens,NC(=O)N,0.6521739130434783
626,(2E)-3-phenylprop-2-enoic acid::CHEMBL27246::Cinnamic acid::Zimtsaeure::Zimtsaeure | trans-Cinnamate::t-Cinnamic acid::trans-Cinnamate,Aldose Reductase (ALR2) Mutant (C298A/W219Y),Homo sapiens,OC(=O)/C=C/c1ccccc1,1.0
627,(2E)-3-phenylprop-2-enoic acid::CHEMBL27246::Cinnamic acid::Zimtsaeure::Zimtsaeure | trans-Cinnamate::t-Cinnamic acid::trans-Cinnamate,Acetylcholinesterase,Homo sapiens,OC(=O)/C=C/c1ccccc1,1.0
628,(2E)-3-phenylprop-2-enoic acid::CHEMBL27246::Cinnamic acid::Zimtsaeure::Zimtsaeure | trans-Cinnamate::t-Cinnamic acid::trans-Cinnamate,Hydroxycarboxylic acid receptor 2,Homo sapiens,OC(=O)/C=C/c1ccccc1,1.0
629,"3-aminopropyl-[4-(3-aminopropylamino)butyl]amine;hydrochloride::CHEMBL23194::MLS002472980::N,N''-bis(3-aminopropyl)butane-1,4-diamine;hydrochloride::N,N''-bis(3-azanylpropyl)butane-1,4-diamine;hydrochloride::N,N'-bis(3-aminopropyl)butane-1,4-diamine::SMR001397086::Spermine::cid_5351186::spermidine 3HCl",ubiquitin-conjugating enzyme E2 N,Homo sapiens,NCCCNCCCCN.Cl.Cl.Cl,0.88
630,"3-aminopropyl-[4-(3-aminopropylamino)butyl]amine;hydrochloride::CHEMBL23194::MLS002472980::N,N''-bis(3-aminopropyl)butane-1,4-diamine;hydrochloride::N,N''-bis(3-azanylpropyl)butane-1,4-diamine;hydrochloride::N,N'-bis(3-aminopropyl)butane-1,4-diamine::SMR001397086::Spermine::cid_5351186::spermidine 3HCl",ubiquitin-conjugating enzyme E2 N,Homo sapiens,NCCCNCCCCN.Cl.Cl.Cl,0.88
631,"3-aminopropyl-[4-(3-aminopropylamino)butyl]amine;hydrochloride::CHEMBL23194::MLS002472980::N,N''-bis(3-aminopropyl)butane-1,4-diamine;hydrochloride::N,N''-bis(3-azanylpropyl)butane-1,4-diamine;hydrochloride::N,N'-bis(3-aminopropyl)butane-1,4-diamine::SMR001397086::Spermine::cid_5351186::spermidine 3HCl",Carbonic anhydrase 1,Homo sapiens,NCCCNCCCCN.Cl.Cl.Cl,0.88
632,"3,5-Dimethoxy-4-hydroxybenzoic acid::4-hydroxy-3,5-dimethoxybenzoic acid::CHEMBL1414::Syringic acid",Carbonic anhydrase 1,Homo sapiens,COc1cc(cc(c1O)OC)C(=O)O,1.0
633,"3,5-Dimethoxy-4-hydroxybenzoic acid::4-hydroxy-3,5-dimethoxybenzoic acid::CHEMBL1414::Syringic acid",Carbonic anhydrase 2,Homo sapiens,COc1cc(cc(c1O)OC)C(=O)O,1.0
634,"3,5-Dimethoxy-4-hydroxybenzoic acid::4-hydroxy-3,5-dimethoxybenzoic acid::CHEMBL1414::Syringic acid",Carbonic Anhydrase XIV,Homo sapiens,COc1cc(cc(c1O)OC)C(=O)O,1.0
635,1H-indole-3-ethanamine::2-(1H-indol-3-yl)ethanamine::2-(3-indolyl)ethylamine::CHEMBL6640::tryptamine,Serotonin (5-HT) receptor,Homo sapiens,NCCc1c[nH]c2c1cccc2,1.0
636,1H-indole-3-ethanamine::2-(1H-indol-3-yl)ethanamine::2-(3-indolyl)ethylamine::CHEMBL6640::tryptamine,5-hydroxytryptamine receptor 1B,Homo sapiens,NCCc1c[nH]c2c1cccc2,1.0
637,1H-indole-3-ethanamine::2-(1H-indol-3-yl)ethanamine::2-(3-indolyl)ethylamine::CHEMBL6640::tryptamine,5-hydroxytryptamine receptor 1D,Homo sapiens,NCCc1c[nH]c2c1cccc2,1.0
638,ACS No 10::CAS_54-21-7::NSC_5900::Sodium salicylate::sal,Cyclooxygenase,Homo sapiens,[O-]C(=O)c1ccccc1O.[Na+],0.8571428571428571
639,ACS No 10::CAS_54-21-7::NSC_5900::Sodium salicylate::sal,Cyclooxygenase,Homo sapiens,[O-]C(=O)c1ccccc1O.[Na+],0.8571428571428571
